qid,qpp_estimate,parameters,qpp_method
test_2562,1513.1142578125,{'k': 3},spatial
test_2563,1718.6026611328125,{'k': 3},spatial
test_2564,1443.8326416015625,{'k': 3},spatial
test_2565,1549.6461181640625,{'k': 3},spatial
test_2566,1590.3916015625,{'k': 3},spatial
test_2567,1672.31787109375,{'k': 3},spatial
test_2568,1468.6923828125,{'k': 3},spatial
test_2569,1431.52978515625,{'k': 3},spatial
test_257,1413.4871826171875,{'k': 3},spatial
test_2570,1619.041748046875,{'k': 3},spatial
test_2571,1496.38623046875,{'k': 3},spatial
test_2572,1526.78759765625,{'k': 3},spatial
test_2573,1411.0333251953125,{'k': 3},spatial
test_2574,1672.8173828125,{'k': 3},spatial
test_2575,1661.666259765625,{'k': 3},spatial
test_2576,1554.08935546875,{'k': 3},spatial
test_2577,1674.3043212890625,{'k': 3},spatial
test_2578,1632.342041015625,{'k': 3},spatial
test_2579,1636.1328125,{'k': 3},spatial
test_258,1576.4573974609375,{'k': 3},spatial
test_2580,1691.6390380859375,{'k': 3},spatial
test_2581,1986.76708984375,{'k': 3},spatial
test_2582,1445.3033447265625,{'k': 3},spatial
test_2583,1633.8662109375,{'k': 3},spatial
test_2584,1702.21875,{'k': 3},spatial
test_2585,1630.7681884765625,{'k': 3},spatial
test_2586,1729.745849609375,{'k': 3},spatial
test_2587,1861.20361328125,{'k': 3},spatial
test_2588,1512.648193359375,{'k': 3},spatial
test_2589,1517.202880859375,{'k': 3},spatial
test_259,1681.95361328125,{'k': 3},spatial
test_2590,1490.94970703125,{'k': 3},spatial
test_2591,1717.970458984375,{'k': 3},spatial
test_2592,1651.1033935546875,{'k': 3},spatial
test_2593,1447.1517333984375,{'k': 3},spatial
test_2594,1466.984619140625,{'k': 3},spatial
test_2595,1496.9345703125,{'k': 3},spatial
test_2596,1546.052001953125,{'k': 3},spatial
test_2597,1613.5126953125,{'k': 3},spatial
test_2598,1695.9119873046875,{'k': 3},spatial
test_2599,1822.654296875,{'k': 3},spatial
test_26,1479.204345703125,{'k': 3},spatial
test_260,1649.6239013671875,{'k': 3},spatial
test_2600,1671.70263671875,{'k': 3},spatial
test_2601,1705.656005859375,{'k': 3},spatial
test_2602,1565.2763671875,{'k': 3},spatial
test_2603,1685.869140625,{'k': 3},spatial
test_2604,1749.031005859375,{'k': 3},spatial
test_2605,1409.5003662109375,{'k': 3},spatial
test_2606,1706.28564453125,{'k': 3},spatial
test_2607,1520.0283203125,{'k': 3},spatial
test_2608,1512.3421630859375,{'k': 3},spatial
test_2609,1764.054443359375,{'k': 3},spatial
test_261,1273.21435546875,{'k': 3},spatial
test_2610,1466.859130859375,{'k': 3},spatial
test_2611,1563.055419921875,{'k': 3},spatial
test_2612,1661.694091796875,{'k': 3},spatial
test_2613,1517.556884765625,{'k': 3},spatial
test_2614,1646.8790283203125,{'k': 3},spatial
test_2615,1648.326904296875,{'k': 3},spatial
test_2616,1484.386962890625,{'k': 3},spatial
test_2617,1564.13134765625,{'k': 3},spatial
test_2618,1493.851318359375,{'k': 3},spatial
test_2619,1594.59423828125,{'k': 3},spatial
test_262,1672.4375,{'k': 3},spatial
test_2620,1637.09619140625,{'k': 3},spatial
test_2621,1557.765869140625,{'k': 3},spatial
test_2622,1611.493896484375,{'k': 3},spatial
test_2623,1565.317626953125,{'k': 3},spatial
test_2624,1472.24365234375,{'k': 3},spatial
test_2625,1670.140625,{'k': 3},spatial
test_2626,1624.00341796875,{'k': 3},spatial
test_2627,1591.630615234375,{'k': 3},spatial
test_2628,1441.3553466796875,{'k': 3},spatial
test_2629,1681.5487060546875,{'k': 3},spatial
test_263,1683.87060546875,{'k': 3},spatial
test_2630,1681.3511962890625,{'k': 3},spatial
test_2631,1419.451904296875,{'k': 3},spatial
test_2632,1467.564453125,{'k': 3},spatial
test_2633,1422.789794921875,{'k': 3},spatial
test_2634,1437.13330078125,{'k': 3},spatial
test_2635,1721.509033203125,{'k': 3},spatial
test_2636,1669.93212890625,{'k': 3},spatial
test_2637,1410.404052734375,{'k': 3},spatial
test_2638,1486.772216796875,{'k': 3},spatial
test_2639,1634.0562744140625,{'k': 3},spatial
test_264,1637.917236328125,{'k': 3},spatial
test_2640,1652.31396484375,{'k': 3},spatial
test_2641,1649.374267578125,{'k': 3},spatial
test_2642,1452.9365234375,{'k': 3},spatial
test_2643,1524.097412109375,{'k': 3},spatial
test_2644,1491.849365234375,{'k': 3},spatial
test_2645,1545.72607421875,{'k': 3},spatial
test_2646,1630.37890625,{'k': 3},spatial
test_2647,1432.1484375,{'k': 3},spatial
test_2648,1673.9188232421875,{'k': 3},spatial
test_2649,1750.9952392578125,{'k': 3},spatial
test_265,1700.04931640625,{'k': 3},spatial
test_2650,1527.89208984375,{'k': 3},spatial
test_2651,1478.008056640625,{'k': 3},spatial
test_2652,1452.29052734375,{'k': 3},spatial
test_2653,1823.538330078125,{'k': 3},spatial
test_2654,1507.614013671875,{'k': 3},spatial
test_2655,1517.639892578125,{'k': 3},spatial
test_2656,1538.5712890625,{'k': 3},spatial
test_2657,1657.662353515625,{'k': 3},spatial
test_2658,1597.67919921875,{'k': 3},spatial
test_2659,1572.468994140625,{'k': 3},spatial
test_266,1546.7486572265625,{'k': 3},spatial
test_2660,1608.545166015625,{'k': 3},spatial
test_2661,1570.2147216796875,{'k': 3},spatial
test_2662,1475.314453125,{'k': 3},spatial
test_2663,1427.544677734375,{'k': 3},spatial
test_2664,1518.56201171875,{'k': 3},spatial
test_2665,1645.816162109375,{'k': 3},spatial
test_2666,1540.903564453125,{'k': 3},spatial
test_2667,1695.251220703125,{'k': 3},spatial
test_2668,1444.276123046875,{'k': 3},spatial
test_2669,1572.157470703125,{'k': 3},spatial
test_267,1703.9539794921875,{'k': 3},spatial
test_2670,1696.444580078125,{'k': 3},spatial
test_2671,1474.4111328125,{'k': 3},spatial
test_2672,1518.110595703125,{'k': 3},spatial
test_2673,1398.059326171875,{'k': 3},spatial
test_2674,1473.697021484375,{'k': 3},spatial
test_2675,1478.6385498046875,{'k': 3},spatial
test_2676,1431.4100341796875,{'k': 3},spatial
test_2677,1591.2354736328125,{'k': 3},spatial
test_2678,1567.43505859375,{'k': 3},spatial
test_2679,1476.644287109375,{'k': 3},spatial
test_268,1573.731689453125,{'k': 3},spatial
test_2680,1738.2734375,{'k': 3},spatial
test_2681,1531.519287109375,{'k': 3},spatial
test_2682,1744.290771484375,{'k': 3},spatial
test_2683,1684.4652099609375,{'k': 3},spatial
test_2684,1579.1563720703125,{'k': 3},spatial
test_2685,1503.009765625,{'k': 3},spatial
test_2686,1575.4105224609375,{'k': 3},spatial
test_2687,1507.35205078125,{'k': 3},spatial
test_2688,1368.2901611328125,{'k': 3},spatial
test_2689,1670.406982421875,{'k': 3},spatial
test_269,1528.601318359375,{'k': 3},spatial
test_2690,1564.3837890625,{'k': 3},spatial
test_2691,1544.7662353515625,{'k': 3},spatial
test_2692,1540.0924072265625,{'k': 3},spatial
test_2693,1473.17138671875,{'k': 3},spatial
test_2694,1649.2952880859375,{'k': 3},spatial
test_2695,1435.0465087890625,{'k': 3},spatial
test_2696,1624.03125,{'k': 3},spatial
test_2697,1722.2607421875,{'k': 3},spatial
test_2698,1600.06884765625,{'k': 3},spatial
test_2699,1428.2080078125,{'k': 3},spatial
test_27,1534.138427734375,{'k': 3},spatial
test_270,1398.3643798828125,{'k': 3},spatial
test_2700,1609.5673828125,{'k': 3},spatial
test_2701,1694.9957275390625,{'k': 3},spatial
test_2702,1489.158935546875,{'k': 3},spatial
test_2703,1489.823974609375,{'k': 3},spatial
test_2704,1672.374755859375,{'k': 3},spatial
test_2705,1602.8424072265625,{'k': 3},spatial
test_2706,1546.499755859375,{'k': 3},spatial
test_2707,1471.3642578125,{'k': 3},spatial
test_2708,1526.450927734375,{'k': 3},spatial
test_2709,1458.5699462890625,{'k': 3},spatial
test_271,1598.580078125,{'k': 3},spatial
test_2710,1642.836669921875,{'k': 3},spatial
test_2711,1636.7734375,{'k': 3},spatial
test_2712,1544.7733154296875,{'k': 3},spatial
test_2713,1473.441162109375,{'k': 3},spatial
test_2714,1542.45166015625,{'k': 3},spatial
test_2715,1718.2550048828125,{'k': 3},spatial
test_2716,1480.619384765625,{'k': 3},spatial
test_2717,1622.6380615234375,{'k': 3},spatial
test_2718,1709.6939697265625,{'k': 3},spatial
test_2719,1739.8619384765625,{'k': 3},spatial
test_272,1782.838134765625,{'k': 3},spatial
test_2720,1501.849853515625,{'k': 3},spatial
test_2721,1567.4210205078125,{'k': 3},spatial
test_2722,1353.473388671875,{'k': 3},spatial
test_2723,1579.9798583984375,{'k': 3},spatial
test_2724,1566.445068359375,{'k': 3},spatial
test_2725,1417.696044921875,{'k': 3},spatial
test_2726,1609.330322265625,{'k': 3},spatial
test_2727,1287.930908203125,{'k': 3},spatial
test_2728,1727.09765625,{'k': 3},spatial
test_2729,1556.7001953125,{'k': 3},spatial
test_273,1323.1522216796875,{'k': 3},spatial
test_2730,1368.9715576171875,{'k': 3},spatial
test_2731,1498.5660400390625,{'k': 3},spatial
test_2732,1612.58984375,{'k': 3},spatial
test_2733,1536.397705078125,{'k': 3},spatial
test_2734,1499.2427978515625,{'k': 3},spatial
test_2735,1498.958251953125,{'k': 3},spatial
test_2736,1481.64208984375,{'k': 3},spatial
test_2737,1432.2567138671875,{'k': 3},spatial
test_2738,1521.291259765625,{'k': 3},spatial
test_2739,1576.250732421875,{'k': 3},spatial
test_274,1534.780517578125,{'k': 3},spatial
test_2740,1440.0047607421875,{'k': 3},spatial
test_2741,1596.15966796875,{'k': 3},spatial
test_2742,1639.020263671875,{'k': 3},spatial
test_2743,1690.05615234375,{'k': 3},spatial
test_2744,1816.3624267578125,{'k': 3},spatial
test_2745,1534.6397705078125,{'k': 3},spatial
test_2746,1506.8175048828125,{'k': 3},spatial
test_2747,1463.53515625,{'k': 3},spatial
test_2748,1694.5386962890625,{'k': 3},spatial
test_2749,1599.3779296875,{'k': 3},spatial
test_275,1463.8349609375,{'k': 3},spatial
test_2750,1435.23291015625,{'k': 3},spatial
test_2751,1481.07763671875,{'k': 3},spatial
test_2752,1549.763916015625,{'k': 3},spatial
test_2753,1558.113525390625,{'k': 3},spatial
test_2754,1518.482666015625,{'k': 3},spatial
test_2755,1441.234130859375,{'k': 3},spatial
test_2756,1511.9317626953125,{'k': 3},spatial
test_2757,1645.699462890625,{'k': 3},spatial
test_2758,1428.15087890625,{'k': 3},spatial
test_2759,1429.00341796875,{'k': 3},spatial
test_276,1538.140625,{'k': 3},spatial
test_2760,1550.318603515625,{'k': 3},spatial
test_2761,1869.712158203125,{'k': 3},spatial
test_2762,1450.4654541015625,{'k': 3},spatial
test_2763,1439.142333984375,{'k': 3},spatial
test_2764,1628.44384765625,{'k': 3},spatial
test_2765,1555.247802734375,{'k': 3},spatial
test_2766,1592.63916015625,{'k': 3},spatial
test_2767,1322.8873291015625,{'k': 3},spatial
test_2768,1623.703857421875,{'k': 3},spatial
test_2769,1432.71533203125,{'k': 3},spatial
test_277,1615.6715087890625,{'k': 3},spatial
test_2770,1632.435791015625,{'k': 3},spatial
test_2771,1713.723388671875,{'k': 3},spatial
test_2772,1504.1885986328125,{'k': 3},spatial
test_2773,1357.2154541015625,{'k': 3},spatial
test_2774,1527.6038818359375,{'k': 3},spatial
test_2775,1478.11669921875,{'k': 3},spatial
test_2776,1716.47802734375,{'k': 3},spatial
test_2777,1703.2301025390625,{'k': 3},spatial
test_2778,1782.334228515625,{'k': 3},spatial
test_2779,1478.65380859375,{'k': 3},spatial
test_278,1526.7838134765625,{'k': 3},spatial
test_2780,1597.858642578125,{'k': 3},spatial
test_2781,1641.66748046875,{'k': 3},spatial
test_2782,1726.02001953125,{'k': 3},spatial
test_2783,1439.818115234375,{'k': 3},spatial
test_2784,1529.21142578125,{'k': 3},spatial
test_2785,1453.042724609375,{'k': 3},spatial
test_2786,1417.7320556640625,{'k': 3},spatial
test_2787,1445.6895751953125,{'k': 3},spatial
test_2788,1411.88232421875,{'k': 3},spatial
test_2789,1706.60400390625,{'k': 3},spatial
test_279,1768.478759765625,{'k': 3},spatial
test_2790,1507.9703369140625,{'k': 3},spatial
test_2791,1542.135498046875,{'k': 3},spatial
test_2792,1541.6953125,{'k': 3},spatial
test_2793,1321.4793701171875,{'k': 3},spatial
test_2794,1505.863525390625,{'k': 3},spatial
test_2795,1571.5791015625,{'k': 3},spatial
test_2796,1508.0732421875,{'k': 3},spatial
test_2797,1665.048095703125,{'k': 3},spatial
test_2798,1471.2325439453125,{'k': 3},spatial
test_2799,1477.525146484375,{'k': 3},spatial
test_28,1526.7542724609375,{'k': 3},spatial
test_280,1578.8861083984375,{'k': 3},spatial
test_2800,1534.51220703125,{'k': 3},spatial
test_2801,1490.5609130859375,{'k': 3},spatial
test_2802,1768.410400390625,{'k': 3},spatial
test_2803,1537.8228759765625,{'k': 3},spatial
test_2804,1738.664306640625,{'k': 3},spatial
test_2805,1554.5638427734375,{'k': 3},spatial
test_2806,1667.613037109375,{'k': 3},spatial
test_2807,1448.2745361328125,{'k': 3},spatial
test_2808,1568.72998046875,{'k': 3},spatial
test_2809,1464.5474853515625,{'k': 3},spatial
test_281,1383.31640625,{'k': 3},spatial
test_2810,1575.181396484375,{'k': 3},spatial
test_2811,1505.8955078125,{'k': 3},spatial
test_2812,1572.4154052734375,{'k': 3},spatial
test_2813,1678.0869140625,{'k': 3},spatial
test_2814,1451.568115234375,{'k': 3},spatial
test_2815,1704.671630859375,{'k': 3},spatial
test_2816,1565.05126953125,{'k': 3},spatial
test_2817,1523.712158203125,{'k': 3},spatial
test_2818,1614.6976318359375,{'k': 3},spatial
test_2819,1446.6175537109375,{'k': 3},spatial
test_282,1628.116943359375,{'k': 3},spatial
test_2820,1508.3614501953125,{'k': 3},spatial
test_2821,1582.0927734375,{'k': 3},spatial
test_2822,1567.87060546875,{'k': 3},spatial
test_2823,1744.416015625,{'k': 3},spatial
test_2824,1612.0052490234375,{'k': 3},spatial
test_2825,1469.557861328125,{'k': 3},spatial
test_2826,1459.6488037109375,{'k': 3},spatial
test_2827,1415.002197265625,{'k': 3},spatial
test_2828,1400.4359130859375,{'k': 3},spatial
test_2829,1898.790771484375,{'k': 3},spatial
test_283,1756.1290283203125,{'k': 3},spatial
test_2830,1359.6751708984375,{'k': 3},spatial
test_2831,1417.242919921875,{'k': 3},spatial
test_2832,1553.693115234375,{'k': 3},spatial
test_2833,1769.406494140625,{'k': 3},spatial
test_2834,1560.642822265625,{'k': 3},spatial
test_2835,1515.75927734375,{'k': 3},spatial
test_2836,1608.37939453125,{'k': 3},spatial
test_2837,1483.745361328125,{'k': 3},spatial
test_2838,1682.837646484375,{'k': 3},spatial
test_2839,1569.6597900390625,{'k': 3},spatial
test_284,1466.070556640625,{'k': 3},spatial
test_2840,1679.4697265625,{'k': 3},spatial
test_2841,1442.1954345703125,{'k': 3},spatial
test_2842,1623.3807373046875,{'k': 3},spatial
test_2843,1519.226806640625,{'k': 3},spatial
test_2844,1572.19921875,{'k': 3},spatial
test_2845,1707.1622314453125,{'k': 3},spatial
test_2846,1653.1053466796875,{'k': 3},spatial
test_2847,1674.7611083984375,{'k': 3},spatial
test_2848,1770.47021484375,{'k': 3},spatial
test_2849,1399.3265380859375,{'k': 3},spatial
test_285,1500.851806640625,{'k': 3},spatial
test_2850,1521.2568359375,{'k': 3},spatial
test_2851,1433.218994140625,{'k': 3},spatial
test_2852,1643.197265625,{'k': 3},spatial
test_2853,1607.20068359375,{'k': 3},spatial
test_2854,1572.182861328125,{'k': 3},spatial
test_2855,1710.3734130859375,{'k': 3},spatial
test_2856,1634.41650390625,{'k': 3},spatial
test_2857,1458.010009765625,{'k': 3},spatial
test_2858,1567.866455078125,{'k': 3},spatial
test_2859,1693.8212890625,{'k': 3},spatial
test_286,1483.284912109375,{'k': 3},spatial
test_2860,1535.26416015625,{'k': 3},spatial
test_2861,1441.840576171875,{'k': 3},spatial
test_2862,1476.518310546875,{'k': 3},spatial
test_2863,1626.353271484375,{'k': 3},spatial
test_2864,1526.871337890625,{'k': 3},spatial
test_2865,1620.395751953125,{'k': 3},spatial
test_2866,1508.2615966796875,{'k': 3},spatial
test_2867,1853.371826171875,{'k': 3},spatial
test_2868,1438.114990234375,{'k': 3},spatial
test_2869,1774.694580078125,{'k': 3},spatial
test_287,1867.424560546875,{'k': 3},spatial
test_2870,1767.55908203125,{'k': 3},spatial
test_2871,1555.78271484375,{'k': 3},spatial
test_2872,1568.6163330078125,{'k': 3},spatial
test_2873,1371.60888671875,{'k': 3},spatial
test_2874,1497.2154541015625,{'k': 3},spatial
test_2875,1690.6943359375,{'k': 3},spatial
test_2876,1419.0472412109375,{'k': 3},spatial
test_2877,1520.2825927734375,{'k': 3},spatial
test_2878,1400.786865234375,{'k': 3},spatial
test_2879,1688.2774658203125,{'k': 3},spatial
test_288,1471.3701171875,{'k': 3},spatial
test_2880,1592.31494140625,{'k': 3},spatial
test_2881,1740.7816162109375,{'k': 3},spatial
test_2882,1455.234619140625,{'k': 3},spatial
test_2883,1516.3316650390625,{'k': 3},spatial
test_2884,1509.4178466796875,{'k': 3},spatial
test_2885,1509.9334716796875,{'k': 3},spatial
test_2886,1653.324951171875,{'k': 3},spatial
test_2887,1374.54150390625,{'k': 3},spatial
test_2888,1372.335205078125,{'k': 3},spatial
test_2889,1650.70849609375,{'k': 3},spatial
test_289,1555.72509765625,{'k': 3},spatial
test_2890,1665.14404296875,{'k': 3},spatial
test_2891,1490.691162109375,{'k': 3},spatial
test_2892,1439.6182861328125,{'k': 3},spatial
test_2893,1540.013671875,{'k': 3},spatial
test_2894,1574.970703125,{'k': 3},spatial
test_2895,1549.322265625,{'k': 3},spatial
test_2896,1676.80712890625,{'k': 3},spatial
test_2897,1396.43359375,{'k': 3},spatial
test_2898,1490.366943359375,{'k': 3},spatial
test_2899,1779.455322265625,{'k': 3},spatial
test_29,1530.87060546875,{'k': 3},spatial
test_290,1710.961669921875,{'k': 3},spatial
test_2900,1536.561279296875,{'k': 3},spatial
test_2901,1653.872314453125,{'k': 3},spatial
test_2902,1407.4656982421875,{'k': 3},spatial
test_2903,1656.75,{'k': 3},spatial
test_2904,1772.052490234375,{'k': 3},spatial
test_2905,1375.02099609375,{'k': 3},spatial
test_2906,1558.302978515625,{'k': 3},spatial
test_2907,1596.1468505859375,{'k': 3},spatial
test_2908,1633.364501953125,{'k': 3},spatial
test_2909,1692.4892578125,{'k': 3},spatial
test_291,1413.313720703125,{'k': 3},spatial
test_2910,1543.4566650390625,{'k': 3},spatial
test_2911,1337.5069580078125,{'k': 3},spatial
test_2912,1578.16162109375,{'k': 3},spatial
test_2913,1721.0390625,{'k': 3},spatial
test_2914,1505.461669921875,{'k': 3},spatial
test_2915,1447.8345947265625,{'k': 3},spatial
test_2916,1552.2655029296875,{'k': 3},spatial
test_2917,1576.0830078125,{'k': 3},spatial
test_2918,1409.026123046875,{'k': 3},spatial
test_2919,1413.625732421875,{'k': 3},spatial
test_292,1616.3009033203125,{'k': 3},spatial
test_2920,1574.863525390625,{'k': 3},spatial
test_2921,1580.2701416015625,{'k': 3},spatial
test_2922,1542.2392578125,{'k': 3},spatial
test_2923,1609.74267578125,{'k': 3},spatial
test_2924,1452.739501953125,{'k': 3},spatial
test_2925,1604.70556640625,{'k': 3},spatial
test_2926,1595.9278564453125,{'k': 3},spatial
test_2927,1494.154052734375,{'k': 3},spatial
test_2928,1526.331298828125,{'k': 3},spatial
test_2929,1676.226318359375,{'k': 3},spatial
test_293,1669.034423828125,{'k': 3},spatial
test_2930,1644.0504150390625,{'k': 3},spatial
test_2931,1518.46142578125,{'k': 3},spatial
test_2932,1350.09423828125,{'k': 3},spatial
test_2933,1627.648193359375,{'k': 3},spatial
test_2934,1488.0546875,{'k': 3},spatial
test_2935,1493.34814453125,{'k': 3},spatial
test_2936,1628.98876953125,{'k': 3},spatial
test_2937,1730.35107421875,{'k': 3},spatial
test_2938,1847.5242919921875,{'k': 3},spatial
test_2939,1457.9832763671875,{'k': 3},spatial
test_294,1666.652099609375,{'k': 3},spatial
test_2940,1668.1910400390625,{'k': 3},spatial
test_2941,1607.425048828125,{'k': 3},spatial
test_2942,1550.224609375,{'k': 3},spatial
test_2943,1341.158203125,{'k': 3},spatial
test_2944,1425.586669921875,{'k': 3},spatial
test_2945,1591.651123046875,{'k': 3},spatial
test_2946,1771.6749267578125,{'k': 3},spatial
test_2947,1711.9095458984375,{'k': 3},spatial
test_2948,1480.300048828125,{'k': 3},spatial
test_2949,1592.725830078125,{'k': 3},spatial
test_295,1496.726806640625,{'k': 3},spatial
test_2950,1568.7060546875,{'k': 3},spatial
test_2951,1756.873291015625,{'k': 3},spatial
test_2952,1437.2237548828125,{'k': 3},spatial
test_2953,1548.34619140625,{'k': 3},spatial
test_2954,1534.431640625,{'k': 3},spatial
test_2955,1468.6751708984375,{'k': 3},spatial
test_2956,1568.20849609375,{'k': 3},spatial
test_2957,1607.4140625,{'k': 3},spatial
test_2958,1474.5595703125,{'k': 3},spatial
test_2959,1487.1431884765625,{'k': 3},spatial
test_296,1635.5137939453125,{'k': 3},spatial
test_2960,1561.3592529296875,{'k': 3},spatial
test_2961,1470.770263671875,{'k': 3},spatial
test_2962,1453.84814453125,{'k': 3},spatial
test_2963,1641.8487548828125,{'k': 3},spatial
test_2964,1725.9071044921875,{'k': 3},spatial
test_2965,1551.923095703125,{'k': 3},spatial
test_2966,1644.918212890625,{'k': 3},spatial
test_2967,1598.597412109375,{'k': 3},spatial
test_2968,1687.6572265625,{'k': 3},spatial
test_2969,1758.4390869140625,{'k': 3},spatial
test_297,1530.8438720703125,{'k': 3},spatial
test_2970,1561.6392822265625,{'k': 3},spatial
test_2971,1599.937255859375,{'k': 3},spatial
test_2972,1564.024658203125,{'k': 3},spatial
test_2973,1746.035400390625,{'k': 3},spatial
test_2974,1468.4912109375,{'k': 3},spatial
test_2975,1440.10302734375,{'k': 3},spatial
test_2976,1395.001220703125,{'k': 3},spatial
test_2977,1428.997314453125,{'k': 3},spatial
test_2978,1374.6689453125,{'k': 3},spatial
test_2979,1687.142333984375,{'k': 3},spatial
test_298,1500.8541259765625,{'k': 3},spatial
test_2980,1659.6656494140625,{'k': 3},spatial
test_2981,1729.9525146484375,{'k': 3},spatial
test_2982,1607.384521484375,{'k': 3},spatial
test_2983,1549.5174560546875,{'k': 3},spatial
test_2984,1680.802490234375,{'k': 3},spatial
test_2985,1394.6673583984375,{'k': 3},spatial
test_2986,1531.5242919921875,{'k': 3},spatial
test_2987,1505.8184814453125,{'k': 3},spatial
test_2988,1424.1513671875,{'k': 3},spatial
test_2989,1593.31494140625,{'k': 3},spatial
test_299,1644.63720703125,{'k': 3},spatial
test_2990,1469.7623291015625,{'k': 3},spatial
test_2991,1754.018798828125,{'k': 3},spatial
test_2992,1568.3529052734375,{'k': 3},spatial
test_2993,1538.7137451171875,{'k': 3},spatial
test_2994,1647.354248046875,{'k': 3},spatial
test_2995,1815.2783203125,{'k': 3},spatial
test_2996,1526.7425537109375,{'k': 3},spatial
test_2997,1559.33544921875,{'k': 3},spatial
test_2998,2028.1136474609375,{'k': 3},spatial
test_2999,1475.48583984375,{'k': 3},spatial
test_3,1590.3648681640625,{'k': 3},spatial
test_30,1574.09130859375,{'k': 3},spatial
test_300,1539.739013671875,{'k': 3},spatial
test_3000,1594.579833984375,{'k': 3},spatial
test_3001,1604.4822998046875,{'k': 3},spatial
test_3002,1610.044921875,{'k': 3},spatial
test_3003,1532.1444091796875,{'k': 3},spatial
test_3004,1677.3719482421875,{'k': 3},spatial
test_3005,1590.174072265625,{'k': 3},spatial
test_3006,1765.2034912109375,{'k': 3},spatial
test_3007,1489.3245849609375,{'k': 3},spatial
test_3008,1464.498291015625,{'k': 3},spatial
test_3009,1630.035400390625,{'k': 3},spatial
test_301,1780.937255859375,{'k': 3},spatial
test_3010,1430.896240234375,{'k': 3},spatial
test_3011,1649.0963134765625,{'k': 3},spatial
test_3012,1390.7186279296875,{'k': 3},spatial
test_3013,1625.76611328125,{'k': 3},spatial
test_3014,1507.556396484375,{'k': 3},spatial
test_3015,1634.0819091796875,{'k': 3},spatial
test_3016,1572.7327880859375,{'k': 3},spatial
test_3017,1661.9068603515625,{'k': 3},spatial
test_3018,1697.0283203125,{'k': 3},spatial
test_3019,1424.1258544921875,{'k': 3},spatial
test_302,1493.7685546875,{'k': 3},spatial
test_3020,1497.9114990234375,{'k': 3},spatial
test_3021,1592.5814208984375,{'k': 3},spatial
test_3022,1593.033447265625,{'k': 3},spatial
test_3023,1495.4803466796875,{'k': 3},spatial
test_3024,1462.2371826171875,{'k': 3},spatial
test_3025,1392.2464599609375,{'k': 3},spatial
test_3026,1569.01708984375,{'k': 3},spatial
test_3027,1590.8740234375,{'k': 3},spatial
test_3028,1462.349853515625,{'k': 3},spatial
test_3029,1498.4423828125,{'k': 3},spatial
test_303,1543.6741943359375,{'k': 3},spatial
test_3030,1620.309814453125,{'k': 3},spatial
test_3031,1589.59033203125,{'k': 3},spatial
test_3032,1760.7366943359375,{'k': 3},spatial
test_3033,1541.8427734375,{'k': 3},spatial
test_3034,1444.1365966796875,{'k': 3},spatial
test_3035,1493.87939453125,{'k': 3},spatial
test_3036,1520.29150390625,{'k': 3},spatial
test_3037,1628.52587890625,{'k': 3},spatial
test_3038,1532.891845703125,{'k': 3},spatial
test_3039,1818.9990234375,{'k': 3},spatial
test_304,1539.76708984375,{'k': 3},spatial
test_3040,1602.1298828125,{'k': 3},spatial
test_3041,1642.437255859375,{'k': 3},spatial
test_3042,1639.7452392578125,{'k': 3},spatial
test_3043,1614.115234375,{'k': 3},spatial
test_3044,1940.376953125,{'k': 3},spatial
test_3045,1828.549560546875,{'k': 3},spatial
test_3046,1827.9345703125,{'k': 3},spatial
test_3047,1799.826416015625,{'k': 3},spatial
test_3048,1690.3662109375,{'k': 3},spatial
test_3049,1604.5457763671875,{'k': 3},spatial
test_305,1490.803466796875,{'k': 3},spatial
test_3050,1598.244140625,{'k': 3},spatial
test_3051,1745.753662109375,{'k': 3},spatial
test_3052,1520.7989501953125,{'k': 3},spatial
test_3053,1564.67041015625,{'k': 3},spatial
test_3054,1944.3114013671875,{'k': 3},spatial
test_3055,1690.6055908203125,{'k': 3},spatial
test_3056,1577.33056640625,{'k': 3},spatial
test_3057,1731.705810546875,{'k': 3},spatial
test_3058,1524.73046875,{'k': 3},spatial
test_3059,1445.09130859375,{'k': 3},spatial
test_306,1752.902099609375,{'k': 3},spatial
test_3060,1513.1494140625,{'k': 3},spatial
test_3061,1801.57177734375,{'k': 3},spatial
test_3062,1577.2568359375,{'k': 3},spatial
test_3063,1405.454345703125,{'k': 3},spatial
test_3064,1603.546875,{'k': 3},spatial
test_3065,1644.1253662109375,{'k': 3},spatial
test_3066,1650.70947265625,{'k': 3},spatial
test_3067,1488.2894287109375,{'k': 3},spatial
test_3068,1663.0137939453125,{'k': 3},spatial
test_3069,1608.21875,{'k': 3},spatial
test_307,1651.91748046875,{'k': 3},spatial
test_3070,1471.232421875,{'k': 3},spatial
test_3071,1524.388916015625,{'k': 3},spatial
test_3072,1553.25341796875,{'k': 3},spatial
test_3073,1440.5166015625,{'k': 3},spatial
test_3074,1649.533203125,{'k': 3},spatial
test_3075,1465.572265625,{'k': 3},spatial
test_3076,1762.1302490234375,{'k': 3},spatial
test_3077,1426.246826171875,{'k': 3},spatial
test_3078,1523.7230224609375,{'k': 3},spatial
test_3079,1555.109375,{'k': 3},spatial
test_308,1423.97998046875,{'k': 3},spatial
test_3080,1697.781005859375,{'k': 3},spatial
test_3081,1539.91455078125,{'k': 3},spatial
test_3082,1536.1630859375,{'k': 3},spatial
