qid,qpp_estimate,parameters,qpp_method
test_90,1518.69287109375,{'k': 3},spatial
test_900,1509.26953125,{'k': 3},spatial
test_901,1529.921875,{'k': 3},spatial
test_902,1588.7572021484375,{'k': 3},spatial
test_903,1674.5069580078125,{'k': 3},spatial
test_904,1541.6220703125,{'k': 3},spatial
test_905,1581.620361328125,{'k': 3},spatial
test_906,1537.73779296875,{'k': 3},spatial
test_907,1600.44384765625,{'k': 3},spatial
test_908,1688.4881591796875,{'k': 3},spatial
test_909,1512.81982421875,{'k': 3},spatial
test_91,1528.306640625,{'k': 3},spatial
test_910,1560.2601318359375,{'k': 3},spatial
test_911,1799.8883056640625,{'k': 3},spatial
test_912,1376.156494140625,{'k': 3},spatial
test_913,1727.585693359375,{'k': 3},spatial
test_914,1471.786376953125,{'k': 3},spatial
test_915,1670.117431640625,{'k': 3},spatial
test_916,1589.239990234375,{'k': 3},spatial
test_917,1446.697265625,{'k': 3},spatial
test_918,1649.32080078125,{'k': 3},spatial
test_919,1549.834228515625,{'k': 3},spatial
test_92,1499.949462890625,{'k': 3},spatial
test_920,1532.754150390625,{'k': 3},spatial
test_921,1531.767578125,{'k': 3},spatial
test_922,1402.416259765625,{'k': 3},spatial
test_923,1654.350341796875,{'k': 3},spatial
test_924,1550.017333984375,{'k': 3},spatial
test_925,1420.1474609375,{'k': 3},spatial
test_926,1563.013916015625,{'k': 3},spatial
test_927,1524.962158203125,{'k': 3},spatial
test_928,1591.83984375,{'k': 3},spatial
test_929,1504.47216796875,{'k': 3},spatial
test_93,1457.4625244140625,{'k': 3},spatial
test_930,1523.334228515625,{'k': 3},spatial
test_931,1587.583984375,{'k': 3},spatial
test_932,1476.5419921875,{'k': 3},spatial
test_933,1598.4820556640625,{'k': 3},spatial
test_934,1659.8006591796875,{'k': 3},spatial
test_935,1567.70849609375,{'k': 3},spatial
test_936,1625.564697265625,{'k': 3},spatial
test_937,1770.2620849609375,{'k': 3},spatial
test_938,1673.185302734375,{'k': 3},spatial
test_939,1578.7933349609375,{'k': 3},spatial
test_94,1415.006591796875,{'k': 3},spatial
test_940,1564.738525390625,{'k': 3},spatial
test_941,1540.863525390625,{'k': 3},spatial
test_942,1747.02978515625,{'k': 3},spatial
test_943,1787.4664306640625,{'k': 3},spatial
test_944,1595.2689208984375,{'k': 3},spatial
test_945,1488.68212890625,{'k': 3},spatial
test_946,1491.101318359375,{'k': 3},spatial
test_947,1669.2227783203125,{'k': 3},spatial
test_948,1528.3028564453125,{'k': 3},spatial
test_949,1617.998046875,{'k': 3},spatial
test_95,1628.14599609375,{'k': 3},spatial
test_950,1402.3128662109375,{'k': 3},spatial
test_951,1547.716552734375,{'k': 3},spatial
test_952,1434.267333984375,{'k': 3},spatial
test_953,1544.9447021484375,{'k': 3},spatial
test_954,1460.134521484375,{'k': 3},spatial
test_955,1417.0218505859375,{'k': 3},spatial
test_956,1569.76171875,{'k': 3},spatial
test_957,1640.1043701171875,{'k': 3},spatial
test_958,1396.430908203125,{'k': 3},spatial
test_959,1484.160400390625,{'k': 3},spatial
test_96,1605.0712890625,{'k': 3},spatial
test_960,1552.339111328125,{'k': 3},spatial
test_961,1718.292236328125,{'k': 3},spatial
test_962,1464.0263671875,{'k': 3},spatial
test_963,1633.02197265625,{'k': 3},spatial
test_964,1666.0579833984375,{'k': 3},spatial
test_965,1575.5159912109375,{'k': 3},spatial
test_966,1475.0040283203125,{'k': 3},spatial
test_967,1492.780517578125,{'k': 3},spatial
test_968,1586.5328369140625,{'k': 3},spatial
test_969,1686.1976318359375,{'k': 3},spatial
test_97,1609.7086181640625,{'k': 3},spatial
test_970,1471.003173828125,{'k': 3},spatial
test_971,1349.010009765625,{'k': 3},spatial
test_972,1405.5322265625,{'k': 3},spatial
test_973,1459.681640625,{'k': 3},spatial
test_974,1496.8558349609375,{'k': 3},spatial
test_975,1410.66650390625,{'k': 3},spatial
test_976,1539.263916015625,{'k': 3},spatial
test_977,1741.520751953125,{'k': 3},spatial
test_978,1515.32666015625,{'k': 3},spatial
test_979,1468.125244140625,{'k': 3},spatial
test_98,1758.930908203125,{'k': 3},spatial
test_980,1627.3564453125,{'k': 3},spatial
test_981,1443.716796875,{'k': 3},spatial
test_982,1580.453369140625,{'k': 3},spatial
test_983,1474.985107421875,{'k': 3},spatial
test_984,1607.529296875,{'k': 3},spatial
test_985,1588.6956787109375,{'k': 3},spatial
test_986,1457.436767578125,{'k': 3},spatial
test_987,1784.8701171875,{'k': 3},spatial
test_988,1396.832763671875,{'k': 3},spatial
test_989,1548.616943359375,{'k': 3},spatial
test_99,1498.372314453125,{'k': 3},spatial
test_990,1575.6566162109375,{'k': 3},spatial
test_991,1544.5054931640625,{'k': 3},spatial
test_992,1474.446533203125,{'k': 3},spatial
test_993,1529.6024169921875,{'k': 3},spatial
test_994,1351.47509765625,{'k': 3},spatial
test_995,1490.054931640625,{'k': 3},spatial
test_996,1464.90625,{'k': 3},spatial
test_997,1576.245361328125,{'k': 3},spatial
test_998,1516.7755126953125,{'k': 3},spatial
test_999,1553.3070068359375,{'k': 3},spatial
