retriever,k,qpp_method,window_size,alpha,r,p1(r),tau,p1(tau),num_of_queries,with_0shot_posterior
tct,9,bertQPP,2,0.6,0.36327655210062004,0.0002549331555591356,0.20403780068728525,0.00306822352558543,97,False
tct,9,bertQPP,2,0.6,0.3993745675062623,5.0702692345036137e-05,0.2594501718213059,0.00016660580916833792,97,True
tct,9,bertQPP(QV),2,0.6,0.3206916368783175,0.0013622572275560493,0.1911512027491409,0.005540236417616152,97,False
tct,9,bertQPP(QV),2,0.6,0.3677719963100462,0.00021060656682107007,0.23496563573883167,0.0006505425158083947,97,True
tct,9,spatial,2,0.65,0.244155309201042,0.01594936935541246,0.1782646048109966,0.009686599012848096,97,False
tct,9,spatial,2,0.65,0.30246714851746864,0.0026021386787663677,0.23410652920962205,0.0006809162092632265,97,True
tct,9,a_ratio,2,0.65,0.3232141290465189,0.0012415510165122803,0.21134020618556704,0.0021637443470699886,97,False
tct,9,a_ratio,2,0.65,0.37090964213743394,0.00018401393443639105,0.2633161512027492,0.000132903765324325,97,True
tct,9,nqc,2,0.65,0.1923634561043763,0.059070247150203786,0.09836769759450173,0.15345704089516993,97,False
tct,9,nqc,2,0.65,0.2826288132081318,0.005033014341884904,0.18213058419243988,0.008219435652041644,97,True
tct,9,bertQPP,2,0.65,0.3778721668423407,0.00013571285481078237,0.22766323024054988,0.0009543472910132449,97,False
tct,9,bertQPP,2,0.65,0.4096806069475589,3.086195046689886e-05,0.2684707903780069,9.786936882852283e-05,97,True
tct,9,bertQPP(QV),2,0.65,0.3382975976826065,0.000701072368133284,0.21262886597938147,0.002032205430312129,97,False
tct,9,bertQPP(QV),2,0.65,0.379524545853539,0.00012612476949314463,0.2452749140893471,0.0003719636432157586,97,True
tct,9,spatial,2,0.7,0.26302925530160914,0.009242281843299905,0.19544673539518906,0.0045660596694361046,97,False
tct,9,spatial,2,0.7,0.3072774499088189,0.002202097396851986,0.2379725085910653,0.0005538759115824682,97,True
tct,9,a_ratio,2,0.7,0.3258321858302199,0.0011266247724689613,0.21262886597938147,0.002032205430312129,97,False
tct,9,a_ratio,2,0.7,0.374679988383663,0.0001561764165305908,0.2624570446735396,0.00013978519828252247,97,True
tct,9,nqc,2,0.7,0.20285267235457194,0.04629026265334556,0.10352233676975947,0.1330387570764664,97,False
tct,9,nqc,2,0.7,0.2922120502691665,0.0036805309731646196,0.18427835051546396,0.0074933028749945285,97,True
